idx,gold,generation,rouge1_recall,rouge2_recall,rougeL_recall,bert_precision,bert_recall,bert_f1
10,"['shallot', 'red wine vinegar', 'dijon mustard', 'garlic clove', 'salt', 'kosher salt', 'fresh ground black pepper', 'extra virgin olive oil', 'tomatoes', 'boneless skinless chicken breast halves', 'egg', 'dry breadcrumbs', 'unsalted butter', 'baby arugula'] ['whisk together the shallot , vinegar , mustard , garlic paste , and a large pinch of pepper in a large bowl', 'add 2 tablespoons of the olive oil in a slow steady stream , whisking constantly , until the dressing emulsifies', 'add the tomatoes to the vinaigrette and set aside until ready to serve , up to 2 hours', 'mix 1 / 4 teaspoon each salt and pepper in a small cup', 'pound the chicken to 3 / 8 inch thick between two sheets of waxed paper or plastic wrap', 'season with some of the salt and pepper', 'beat the egg in a wide shallow bowl until smooth', 'spread the breadcrumbs on a plate', 'dip a chicken breast into the egg , coating thoroughly and shaking off any excess', 'then dip it into the breadcrumbs , patting on the crumbs so both sides are well coated and shaking off any excess', 'lay the breaded breast on a sheet of waxed paper', 'repeat with the other chicken breast', 'heat the butter and 2 teaspoons olive oil in a heavy , large skillet over medium-high heat', 'when the oil is hot enough to sizzle a breadcrumb , add the chicken breasts , keeping them separated', 'cook , shaking the pan occasionally , until golden brown , about 2 minutes', 'season each breast with some of the salt and pepper , gently turn over with tongs , taking care to keep the golden crust intact , and cook until the second side is golden brown , 1 to 2 minutes', ""watch carefully and don't let the crumbs get too dark"", 'season with salt and pepper and drain for just a moment on paper towels', 'to serve , add the arugula to the vinaigrette and tomatoes and toss', 'arrange the sauted chicken on warm serving plates and top each with a tall pile of the salad']","Ingredients: boneless skinless chicken breast halves, olive oil, garlic cloves, salt, fresh ground black pepper, fresh parsley, fresh parsley",0.043076923076923,0.0339506172839506,0.0276923076923076,0.23991575837135315,-0.535687267780304,-0.1774073839187622
11,"['carrots', 'dates', 'walnuts', 'couscous', 'boiling water', 'butter', 'olive oil', 'salt and pepper'] ['cook carrots in pot of boiling water until just firm', 'prepare couscous by adding equal amount of boiling water to couscous in a bowl , and covering for 5-8 minutes', 'once cooked , fluff couscous and add olive oil', 'drain carrot water and butter carrots while still in the pot', 'mix to cover carrots thoroughly with butter', 'pile carrots , dates and wanuts on top of couscous', 'add salt and pepper to taste']","Ingredients: carrots, date walnuts, couscous, olive oil, garlic cloves, kosher salt, fresh ground black pepper",0.0963855421686747,0.048780487804878,0.0963855421686747,0.16301922500133514,-0.15537483990192413,0.000309369876049459
12,"['nonfat dry milk powder', 'splenda granular', 'stevia truvia', 'cocoa', 'ground cardamom', 'cinnamon', 'nutmeg', 'clove', 'dried ancho chile powder', 'brewed coffee', 'vanilla extract'] ['mix together powdered milk , sweeteners , cocoa and spices', 'in a blender or mixing bowl , add the vanilla and 1 cup of coffee to the cocoa mix', 'blend or whisk thoroughly', 'blend in the other three cups of coffee', 'pour into cups and serve']","Ingredients: extra virgin olive oil, garlic cloves, chili powder, ground cumin, ground coriander, ground coriander, ground coriander, ground coriander",0.0461538461538461,0.0,0.0307692307692307,0.024903930723667145,-0.3021884858608246,-0.14236842095851898
13,"['hot water', 'chicken flavor stuffing mix', 'boneless skinless chicken breasts', 'condensed cream of chicken soup', 'sour cream', 'mozzarella cheese', 'frozen peas and carrots'] ['preheat oven to 400f', 'add hot water to stuffing mix', 'stir just until moistened', 'set aside', 'place chicken in 3-qt', 'baking dish or 13x9-inch baking dish', 'mix soup , sour cream , cheese and vegetables', 'spoon over chicken', 'top with prepared stuffing', 'bake 30 minute or until chicken is cooked through']","Ingredients: boneless skinless chicken breasts, olive oil, onion, garlic cloves, dried oregano, dried oregano, dried oregano, dried oregano",0.054054054054054,0.0410958904109589,0.054054054054054,-0.08020586520433426,-0.34076353907585144,-0.21211190521717072
14,"['bulgur wheat', 'dried apricots', 'sultanas', 'cinnamon', 'ground cumin', 'lemon, juice and zest of', 'olive oil', 'cilantro', 'flat leaf parsley'] ['place bulgur wheat in a container , and cover with boiling water to a level of 1 / 2in above the bulgur wheat', 'cover the container and leave for 8 minutes', 'stir through all of the remaining ingredients and season to taste', 'serve hot or cold']","Ingredients: bulgur wheat, olive oil, onion, garlic cloves, dried oregano, dried oregano, dried oregano, dried oregano",0.0952380952380952,0.032258064516129,0.0634920634920634,0.017179466784000397,-0.2827432155609131,-0.13562443852424622
15,"['olive oil', 'soy sauce', 'red wine', 'tomato sauce', 'garlic cloves', 'dried herbs', 'black pepper'] ['combine all ingredients in a non-metallic bowl', 'add steak and spoon over marinade', 'cover and refrigerate several hours or preferably overnight', 'when ready to cook remove meat from marinade , pat dry with paper towels and cook as usual']","Ingredients: boneless skinless steaks, olive oil, garlic cloves, salt, fresh ground black pepper, fresh parsley, fresh parsley, fresh parsley",0.1509433962264151,0.0576923076923076,0.1132075471698113,-0.011791516095399857,-0.2836151421070099,-0.14969828724861145
16,"['green beans', 'olive oil'] ['place green beansin pot and add olive oil', 'cook on medium high to high', 'let all the liquid cook out', 'the only tricky part of this recipe is to keep and eye on the beans', 'at the end', 'the beans are much tastier though if all liquid to be gone', 'usually', 'takes about 25 minute', 'these beans might even be tastier the next day']","Ingredients: green beans, olive oil, onion, garlic cloves, salt, pepper",0.0588235294117647,0.044776119402985,0.0588235294117647,0.12991397082805634,-0.2045404016971588,-0.041337255388498306
17,"['mayonnaise', 'lemon juice', 'tomato paste', 'dijon mustard', 'sea salt', 'fresh ground black pepper', 'olive oil', 'tarragon leaves'] ['combine all ingredients thoroughly', 'makes about 1 3 / 4 cups', 'variation: for spicer version of this dip , add 1 / 2 tsp', 'red pepper flakes , hot pepper sauce , or horseradish to taste , and even 1 tbs', 'of brandy if you please']","Ingredients: tarragon, mayonnaise, mayonnaise, olive oil",0.087719298245614,0.0178571428571428,0.0526315789473684,0.2914782166481018,-0.2726418972015381,-0.005051628686487675
18,"['green beans', 'butter', 'extra virgin olive oil', 'onion', 'salt and pepper'] ['steam beans in an inch of water , covered , for 5 minutes , or until bright green and crisp-tender', 'drain', 'in a skillet , melt butter in oil , add onion and cook over medium heat for 5 minutes , or under onions are soft', 'toss with green beans and season with salt and pepper to taste']","Ingredients: green beans, olive oil, onion, garlic cloves, salt, fresh ground black pepper",0.109375,0.0476190476190476,0.109375,0.1853743940591812,-0.22165712714195251,-0.02490816079080105
19,"['carrot', 'whipping cream', 'fresh ginger', 'whole coriander seed', 'pork tenderloin', 'olive oil'] ['combine carrots , 3 cups water and 3 / 4 teaspoon salt in medium saucepan', 'bring to boil', 'reduce heat to low', 'cover and cook until carrots are very tender , about 30 minutes', 'drain', 'reserve cooking liquid', 'transfer carrots to processor', 'puree until smooth', 'add cream and ginger and process to blend', 'transfer puree to heavy small saucepan', 'add enough reserved cooking liquid to puree to form consistency of thick sauce', 'season sauce to taste with salt and pepper', 'coarsely grind coriander seeds in spice grinder or blender', 'sprinkle pork with salt and pepper', 'press coriander onto pork , coating completely', 'heat 1 tablespoon oil in each of 2 heavy large nonstick skillets over medium-high heat', 'add 1 pork tenderloin to 1 skillet and 2 pork tenderloins to second skillet', 'brown pork on all sides and cook until thermometer inserted into center registers 155f , about 25 minutes', 'transfer pork to cutting board', 'let rest 5 minutes', 'cut pork into 1-inch-thick slices', 'spoon sauce onto plates', 'top with pork and serve']","Ingredients: pork tenderloin, carrots, ginger, garlic cloves, olive oil, coriander leaves, salt and pepper",0.0549450549450549,0.0220994475138121,0.0439560439560439,0.2525251507759094,-0.4516734778881073,-0.12340432405471802
20,"['sourdough bread', 'butter', 'cooked turkey', 'prepared stuffing', 'cheddar cheese', 'ground black pepper'] ['pre-heat panini grill to medium-high', 'warm leftover turkey and stuffing in the microwave', 'butter 1 side of each slice of bread , lay butter-side down on your work surface', 'on one slice of bread , layer ingredients in the following order: 1 slice cheese , turkey , stuffing , black pepper , 1 slice cheese , top piece of bread , with buttered sides facing out', 'place assembled sandwich on the hot grill , and close , pressing down for about a minute to consolidate ingredients', 'continue cooking for a few minutes , until golden brown']","Ingredients: olive oil, onion, garlic cloves, dried oregano, dried oregano, dried oregano, dried oregano, dried oregano",0.01,0.0,0.01,-0.1527583748102188,-0.38817286491394043,-0.2713731825351715
21,"['medium shrimp', 'olive oil', 'garlic', 'seasoned dry bread crumb', 'fresh parsley', 'salt and pepper', 'skewer', 'lemon wedge'] ['stir shrimp , oil and garlic in a large dish to combine', 'add breadcumbs and parsley and toss until shrimp are evenly coated', 'place on plate and sprinkle with salt and pepper', 'cover and refrigerate up to 3 hours', 'grill shrimp on medium high heat until just opaque in the center and breadcrumbs begin to brown', 'about 2 minutes per side', 'transfer skewers to platter , and surround with lemon wedges']","Ingredients: shrimp, olive oil, garlic cloves, salt, fresh ground black pepper, breadcrumbs, fresh parsley",0.1046511627906976,0.0470588235294117,0.0813953488372093,0.2860354483127594,-0.24054282903671265,0.010360712185502052
22,"['olive oil', 'pot roast', 'onions', 'celery ribs', 'carrots', 'garlic cloves', 'tomato paste', 'dry red wine', 'dried mushroom', 'kosher salt', 'dried oregano', 'plum tomatoes'] ['heat the oil in a large pan over medium-high heat and brown the roast on all sides', 'transfer the roast to a 4- to 6-quart slow cooker', 'to the oil remaining in the pan , add the onions , celery , carrots , and garlic', 'cook , stirring frequently , until tender , about 10 minutes', 'add the tomato paste and stir to coat the vegetables', 'transfer to the cooker', 'pour the wine into the pan and deglaze , scraping up any browned bits , then pour the contents of the pan into the cooker', 'add the mushrooms , salt , oregano , and tomatoes', 'cook 8 hours on low heat , or 4 hours on high heat']","Ingredients: boneless skinless chicken breast halves, olive oil, onion, garlic cloves, dried basil, dried oregano, dried oregano, dried oregano",0.0692307692307692,0.0232558139534883,0.0692307692307692,0.1476321965456009,-0.36744463443756104,-0.12184052169322968
23,"['pizza dough', 'ground beef', 'onion powder', 'garlic powder', 'black pepper', 'frozen spinach', 'mozzarella cheese', 'tomato sauce'] ['preheat oven to 400 degrees f', 'season ground beef with onion powder , garlic powder , and black pepper to taste', 'brown beef', 'open pizza crust package and slice into 2 or 3 sections depending on how hungry you are !', 'stretch dough sections a bit to thin them out and to make room for the filling', 'layer beef , cheese , and spinach on each dough section', 'wrap dough around filling', 'bake on a cookie sheet for 10-15 minutes until golden', 'serve with warm tomato sauce for dipping', 'then i flip them over so that they bake on the overlapping sections to prevent the bottom from falling out', 'you can patch any thin spots before baking by pulling dough off the thick spots and pressing it over the thin area']","Ingredients: hamburger buns, onion, garlic cloves, fresh spinach, salt, fresh ground black pepper, fresh parsley",0.0419580419580419,0.0070422535211267,0.0419580419580419,0.10694398730993271,-0.3216076195240021,-0.11503933370113373
24,"['anaheim chilies', 'jalapenos', 'extra virgin olive oil', 'garlic clove', 'tomatoes', 'cumin', 'chili powder', 'monterey jack cheese', 'cheddar cheese', 'salt & freshly ground black pepper', 'ground beef', 'kaiser rolls', 'lettuce leaf', 'onion', 'mayonnaise', 'ketchup'] ['light your grill and when it is heated brush the grate with oil', 'put the anaheims in a small bowl with olive oil and toss to coat', 'thread the jalapeos and garlic onto a metal skewer or a wooden one that has been soaked in water and grill until blackened all over', 'repeat with the anaheims using grill tongs to turn', 'peel and remove stems and seeds from the chilies and discard', 'peel garlic', 'add tomatoes to a small bowl', 'chop the chiles and garlic and add to the tomatoes', 'fold in the cheeses , sprinkle with cumin , and chili powder and season with salt and pepper , toss', 'cut eight 6""squares of wax paper', 'divide the beef among them', 'pat each portion into a 5"" round pattie that is a little thicker in the center', 'using a 1 / 4 cup measure , mound one-fourth of the cheese mixture in the centers of 4 patties', 'top with the remaining patties', 'press the edges to seal and pat smooth', 'pat the centers so that the burgers are even', 'brush with oil and season with salt and pepper', 'brush the insides of the rolls with oil', 'brush the grate with a little more oil and grill the burgers over a hot fire , turning once , about 7 minutes for medium to medium-rare meat', 'lightly toast the rolls on the grill', 'place the burgers on the rolls and top with lettuce leaves , onion and tomato', 'serve with mayonnaise and ketchup']","Ingredients: extra virgin olive oil, onion, garlic cloves, chile pepper, salt, fresh ground black pepper, salt and pepper",0.0575539568345323,0.0288808664259927,0.0467625899280575,0.27693381905555725,-0.4862578213214874,-0.13298560678958893
25,"['zucchini', 'green onions', 'skinless chicken', 'salt', 'thyme', 'pimientos', 'rice', 'cheese'] ['cook the zucchini and onions in small amount of water until tender , about 5 to 10 min', 'add other ingredients , except for cheese', 'cook and stir until heated through', 'remove from heat , stir in cheese , serve']","Ingredients: boneless skinless chicken breasts, risotto, olive oil, garlic cloves, salt, fresh ground black pepper, boneless skinless chicken breasts",0.0869565217391304,0.0222222222222222,0.0652173913043478,0.0452091246843338,-0.3239591717720032,-0.14462688565254211
26,"['turkey bacon', 'collard greens', 'olive oil', 'onion', 'green pepper', 'garlic cloves', ""lawry's seasoned salt"", 'sea salt', 'pepper'] ['rinse your collard greens with water in a collander', 'make sure you let the water drain out of you collard greens as much as possible', 'too much water in your pot will ruin your greens', 'in a stock pot add oive oil , onion , green pepper , and turkey bacon', 'set your heat to low medium and put the lid on for 2 two minutes at this temperature and then drop your heat to low', 'add in yor garlic very quickly and put the lid on immediately', 'after three to five minutes open the lid and stir aroud everything', 'grab your collander of collard greens', 'add about half of your collard greens and stir everything together', 'this is so your olive oil will circulate itself within the greens', ""add salt , pepper and lawry's seasoned salt"", 'stir everything a little bit more and finish adding in the greens just stirring for a minute to incorporate everything', ""put the lid back on and you're going to let this cook"", 'occasionally stirring maybe everything 20-30 minutes', 'just keep an eye on it', 'your greens are finished cooking when they have wilted down completely', 'your onions will be translucent', 'you will not see any or many pieces of garlic', 'there will be some liquid in your stock pot from the greens', 'do not add any water to them', 'it should take about an hour and thirty minutes to two hours', 'to cook']","Ingredients: collard greens, olive oil, onion, garlic cloves, fresh parsley, salt, pepper",0.0350194552529182,0.0234375,0.0350194552529182,0.19227850437164307,-0.367988646030426,-0.10226652026176453
27,"['sun-dried tomato', 'olive oil', 'capers', 'garlic cloves', 'lemon rind', 'lemon juice', 'fresh thyme', 'sunflower seeds', 'tofu', 'wheat germ', 'carrot', 'fresh dill'] ['for tomato caper tapenade: process all ingredients till finely minced', 'top w / a few extra capers as desired', 'for tofu pate: process half the seeds till finely ground', 'add tofu , oil + wheatgerm & process till combined', 'stir in remaining seeds , carrot + dill', 'serve w / carrot & celery sticks , snow peas & thin slices of baguette bread']","Ingredients: baguette bread, olive oil, onion, garlic cloves, fresh parsley, fresh parsley, salt, pepper",0.12,0.0405405405405405,0.08,0.14915543794631958,-0.3243270516395569,-0.09737487882375717
28,"['water', 'red onion', 'garlic cloves', 'firm tofu', 'poultry seasoning', 'black pepper', 'salt', 'reduced-sodium chicken broth', 'red pepper flakes', 'thyme', 'long grain rice', 'chicken bouillon', 'black-eyed peas'] ['pour broth and enough water to make 2 cups into small pot', 'add bouillon , rice , red pepper flakes , thyme and salt', 'bring mixture to a boil over high heat', 'reduce heat , cover and cook according to package directions', 'combine onion and garlic in a bowl with small amount of water , cover with plastic wrap and microwave for 3 minutes', 'cube tofu and season with poultry seasoning , salt and pepper', 'saute in skillet coated with vegetable spray until lightly browned', 'stir the onion and garlic into the tofu and continue cooking about 5 minutes', 'add rice and black eyed peas to skillet with tofu and reduce heat to low', 'cover and cook about 10 minutes', 'do not allow it to become too dry , add a small amount of water or chicken bouillon if needed to maintain a slightly moist one-dish-meal appearance']","Ingredients: tofu, rice, black eyed peas, olive oil",0.0294117647058823,0.0118343195266272,0.0294117647058823,0.10001828521490097,-0.4535050690174103,-0.19091829657554626
29,"['matzos', 'chicken broth', 'eggs', 'ground beef', 'onion', 'garlic clove', 'fresh parsley', 'allspice', 'cinnamon', 'raisins', 'spinach', 'button mushroom', 'onions', 'pine nuts', 'nutmeg'] ['prepare the meat filling', 'in a medium pan , cook the meat with the onions and a little olive oil until browned , drain off fat', 'add the raisins , parsley , allspice and cinnamon , cook for another couple of minutes', 'set the meat mixture aside', 'now for the vegetable filling ! in a little olive oil , cook the onions until translucent , then add the pine nuts and sliced mushrooms , cook for a couple minutes longer', 'stir in the spinach and nutmeg', 'cook until the spinach is wilted , set aside', 'preheat the oven to 350 degrees , and soak the matzah in the warm broth until slightly softened and flexible', 'grease a 9x13"" glass pan , and place two soaked matzo in the bottom of the dish , with the edges overlapping slightly', 'spread a layer of the meat mixture atop the matzo , followed by more matzo', 'add a layer of the vegetables', 'continue until the filling runs out , then top the pan with a final soaked matzo layer', 'drizzle the beaten egg / chicken broth along the top of the dish', 'bake until golden brown on top , about 30-45 minutes', 'if the top layer of matzo curls up or gets too crispy , you may want to pour a little additional broth over it']","Ingredients: scacchi, olive oil, garlic cloves, paprika, kosher salt, fresh ground black pepper",0.026431718061674,0.0088495575221238,0.013215859030837,0.041667390614748,-0.47692620754241943,-0.22989502549171448
30,"['olive oil', 'onion', 'bay leaf', 'celery ribs', 'carrot', 'red lentil', 'tomatoes', 'vegetable stock', 'fresh orange juice', 'orange zest', 'salt', 'ground black pepper', 'plain yogurt', 'fresh parsley'] ['in a large saucepan heat the oil , then gently fry the onion , bay leaf & celery for 5 minutes to soften them slightly , but do not brown !', 'add the carrots & cook , stirring for another 2 minutes , until well coated in the onion & celery mixture', 'stir in the lentils , tomatoes veggie stock , & bring to a boil before turning down the heat , covering & simmering for about 40 minutes , stirring occasionally , until thick & tender', 'remove from the heat & let stand , covered for 10 minutes , before discarding the bay leaf', 'stir in the orange juice , the zest & seasoning , then return to the heat & reheat gently until piping hot but not boiling !', 'to serve , ladel into warmed soup bowls & swirl the surface with a tablespoon of yogurt , then sprinkle a little chopped parsley on top & enjoy !']","Ingredients: carrots, red lentils, olive oil, onion, garlic cloves, red wine vinegar, orange juice",0.0512820512820512,0.032258064516129,0.0448717948717948,0.16527153551578522,-0.46522852778434753,-0.16886334121227264
