idx,precision,recall,f1
42,0.8257331252098083,0.7551547884941101,0.7888684868812561
43,0.7709985971450806,0.7996864914894104,0.7850805521011353
44,0.8705359101295471,0.7687572836875916,0.8164870142936707
45,0.8812719583511353,0.819718062877655,0.8493812680244446
46,0.7968035340309143,0.7394251823425293,0.7670428156852722
47,0.7677507400512695,0.7564524412155151,0.7620596885681152
48,0.8344939351081848,0.7970178723335266,0.8153254985809326
49,0.8325235247612,0.7968480587005615,0.8142951726913452
50,0.7671028971672058,0.7715195417404175,0.7693049311637878
51,0.8730918169021606,0.7979344129562378,0.8338229060173035
52,0.8366193771362305,0.7871319055557251,0.8111215233802795
53,0.860734224319458,0.7904181480407715,0.8240789175033569
54,0.8290759921073914,0.7837435007095337,0.8057726621627808
55,0.7671165466308594,0.76887047290802,0.7679924964904785
56,0.8499499559402466,0.8061688542366028,0.827480673789978
57,0.8686177730560303,0.8062031269073486,0.836247444152832
58,0.8830140233039856,0.769066333770752,0.8221105933189392
59,0.7817579507827759,0.7883785367012024,0.7850542664527893
60,0.748573899269104,0.7532013654708862,0.7508804798126221
61,0.8776304721832275,0.7778035402297974,0.8247070908546448
62,0.8287407159805298,0.8069314956665039,0.8176907300949097
63,0.8800859451293945,0.7746217846870422,0.8239929676055908
64,0.8686740398406982,0.8063827753067017,0.8363701701164246
65,0.7396671772003174,0.7713510990142822,0.7551769614219666
66,0.7483885288238525,0.7311586141586304,0.7396732568740845
67,0.7548102736473083,0.7672726511955261,0.7609903812408447
68,0.8717054128646851,0.7764348387718201,0.8213165402412415
69,0.8008204698562622,0.8062556982040405,0.803528904914856
70,0.7314237356185913,0.761381983757019,0.7461022734642029
71,0.8234156370162964,0.7561122179031372,0.7883300185203552
72,0.8557960987091064,0.7783989906311035,0.8152647018432617
73,0.7967763543128967,0.7702738642692566,0.7833009362220764
74,0.7616102695465088,0.7400063872337341,0.7506529092788696
75,0.853932797908783,0.7621641159057617,0.8054429292678833
76,0.8008934259414673,0.7846009135246277,0.7926635146141052
77,0.9046505689620972,0.76642906665802,0.82982337474823
78,0.829393208026886,0.7346903085708618,0.7791746854782104
79,0.7839261293411255,0.7902806401252747,0.7870904803276062
80,0.8394338488578796,0.7678472995758057,0.8020463585853577
81,0.8636188507080078,0.7949385046958923,0.8278566002845764
82,0.84264075756073,0.7481368184089661,0.7925816178321838
83,0.8636642694473267,0.7901989817619324,0.8252999782562256
84,0.8624733686447144,0.741538405418396,0.7974469065666199
85,0.8399964570999146,0.7784229516983032,0.8080384135246277
86,0.873301088809967,0.7548973560333252,0.8097940683364868
87,0.7717330455780029,0.7633840441703796,0.7675358057022095
88,0.8393663167953491,0.7912335991859436,0.8145895600318909
89,0.8460915684700012,0.7680073380470276,0.8051607608795166
90,0.879859209060669,0.8214973211288452,0.8496772646903992
91,0.8974083662033081,0.7963143587112427,0.8438443541526794
92,0.8680940270423889,0.779144287109375,0.8212175965309143
93,0.7377464771270752,0.7390208840370178,0.7383831739425659
94,0.8864845037460327,0.8196122050285339,0.8517378568649292
95,0.8702273368835449,0.7607438564300537,0.8118109107017517
96,0.8463927507400513,0.7541990876197815,0.7976407408714294
97,0.8570345044136047,0.7953437566757202,0.8250375390052795
98,0.8855763673782349,0.8012224435806274,0.8412901759147644
99,0.838660478591919,0.79097580909729,0.8141205310821533
